Prot_A,Prot_B,Interaction_score,Disease
CPX-1,CPX-148,0.552,Alzheimer's Disease
CPX-1,HIVEP2,0.558,Alzheimer's Disease
CPX-1,ENG,0.571,Alzheimer's Disease
CPX-1,MYOCD,0.576,Alzheimer's Disease
CPX-1,CDK6,0.582,Alzheimer's Disease
CPX-1,CPX-117,0.583,Alzheimer's Disease
CPX-1,PIK3CA,0.583,Alzheimer's Disease
CPX-1,CPX-509,0.598,Alzheimer's Disease
CPX-1,GDF2,0.615,Alzheimer's Disease
CPX-1,FOXG1,0.615,Alzheimer's Disease
CPX-1,ALB,0.62,Alzheimer's Disease
CPX-1,EGF,0.626,Alzheimer's Disease
CPX-1,TCF12,0.631,Alzheimer's Disease
CPX-1,TBXT,0.642,Alzheimer's Disease
CPX-1,KDR,0.646,Alzheimer's Disease
CPX-1,ACVRL1,0.65,Alzheimer's Disease
CPX-1,ZIC2,0.667,Alzheimer's Disease
CPX-1,BMP2,0.668,Alzheimer's Disease
CPX-1,LTBP1,0.681,Alzheimer's Disease
CPX-1,ITCH,0.682,Alzheimer's Disease
CPX-1,FOXP3,0.697,Alzheimer's Disease
CPX-1,CPX-1650,0.703,Alzheimer's Disease
CPX-1,CDH2,0.707,Alzheimer's Disease
CPX-1,SHH,0.726,Alzheimer's Disease
CPX-1,RHOA,0.731,Alzheimer's Disease
CPX-1,EGFR,0.736,Alzheimer's Disease
CPX-1,CPX-497,0.768,Alzheimer's Disease
CPX-1,RUNX1,0.771,Alzheimer's Disease
CPX-1,HIPK2,0.795,Alzheimer's Disease
CPX-1,CPX-873,0.797,Alzheimer's Disease
CPX-1,DLL1,0.876,Alzheimer's Disease
CPX-1,ZEB1,0.904,Alzheimer's Disease
CPX-1,CHUK,0.922,Alzheimer's Disease
CPX-1,SMAD9,0.959,Alzheimer's Disease
CPX-1,NEDD4L,0.962,Alzheimer's Disease
CPX-1,BMPR1B,0.963,Alzheimer's Disease
CPX-1,BMPR1A,0.965,Alzheimer's Disease
CPX-1,BMPR2,0.965,Alzheimer's Disease
CPX-1,SMAD6,0.972,Alzheimer's Disease
CPX-1,CPX-256,0.979,Alzheimer's Disease
CPX-1,CPX-144,0.979,Alzheimer's Disease
CPX-1,MAPK3,0.979,Alzheimer's Disease
CPX-1,SKI,0.997,Alzheimer's Disease
CPX-1,TGFBR2,0.998,Alzheimer's Disease
CPX-1,TGFBR1,0.999,Alzheimer's Disease
CPX-846,RUNX1,0.404,Alzheimer's Disease
CPX-846,SRY,0.415,Alzheimer's Disease
CPX-846,TAL1,0.416,Alzheimer's Disease
CPX-846,HNF4A,0.434,Alzheimer's Disease
CPX-846,TCF12,0.449,Alzheimer's Disease
CPX-846,ZEB1,0.455,Alzheimer's Disease
CPX-846,MRTFA,0.495,Alzheimer's Disease
CPX-846,CPX-509,0.513,Alzheimer's Disease
CPX-846,FOXP3,0.536,Alzheimer's Disease
CPX-846,GATA4,0.627,Alzheimer's Disease
CPX-846,PAX6,0.864,Alzheimer's Disease
CPX-107,CPX-148,0.405,Alzheimer's Disease
CPX-107,BMP2,0.408,Alzheimer's Disease
CPX-107,FGF10,0.408,Alzheimer's Disease
CPX-107,TGFBR1,0.409,Alzheimer's Disease
CPX-107,FGF9,0.427,Alzheimer's Disease
CPX-107,TGFBR2,0.434,Alzheimer's Disease
CPX-107,DLL1,0.508,Alzheimer's Disease
CPX-107,CPX-6741,0.513,Alzheimer's Disease
CPX-107,EGF,0.517,Alzheimer's Disease
CPX-107,RUNX1,0.573,Alzheimer's Disease
CPX-107,SHH,0.626,Alzheimer's Disease
CPX-107,RHOA,0.661,Alzheimer's Disease
CPX-107,CPX-256,0.677,Alzheimer's Disease
CPX-107,USP9X,0.743,Alzheimer's Disease
CPX-107,CDH2,0.835,Alzheimer's Disease
CPX-107,CAV1,0.866,Alzheimer's Disease
CPX-107,HNF4A,0.926,Alzheimer's Disease
CPX-107,HIPK2,0.979,Alzheimer's Disease
CPX-107,DVL1,0.999,Alzheimer's Disease
CREBBP,ZEB1,0.468,Alzheimer's Disease
CREBBP,JAK1,0.472,Alzheimer's Disease
CREBBP,ESR2,0.492,Alzheimer's Disease
CREBBP,SMAD6,0.493,Alzheimer's Disease
CREBBP,DYRK1B,0.544,Alzheimer's Disease
CREBBP,CPX-509,0.711,Alzheimer's Disease
CREBBP,CPX-144,0.782,Alzheimer's Disease
CREBBP,HIPK2,0.805,Alzheimer's Disease
CREBBP,CHUK,0.824,Alzheimer's Disease
CREBBP,PAX6,0.855,Alzheimer's Disease
CREBBP,CDH2,0.934,Alzheimer's Disease
CREBBP,TCF12,0.937,Alzheimer's Disease
CREBBP,HNF4A,0.96,Alzheimer's Disease
CREBBP,IRF7,0.976,Alzheimer's Disease
CREBBP,RUNX1,0.977,Alzheimer's Disease
MAPK3,CPX-256,0.402,Alzheimer's Disease
MAPK3,MYH11,0.413,Alzheimer's Disease
MAPK3,CPX-117,0.425,Alzheimer's Disease
MAPK3,GATA3,0.43,Alzheimer's Disease
MAPK3,DNMT1,0.438,Alzheimer's Disease
MAPK3,CXCR2,0.465,Alzheimer's Disease
MAPK3,CD40,0.471,Alzheimer's Disease
MAPK3,GATA4,0.483,Alzheimer's Disease
MAPK3,CPX-509,0.493,Alzheimer's Disease
MAPK3,MYOCD,0.497,Alzheimer's Disease
MAPK3,BMP2,0.518,Alzheimer's Disease
MAPK3,CPX-6741,0.58,Alzheimer's Disease
MAPK3,HDAC4,0.581,Alzheimer's Disease
MAPK3,JAK1,0.594,Alzheimer's Disease
MAPK3,FGF17,0.717,Alzheimer's Disease
MAPK3,FGF5,0.734,Alzheimer's Disease
MAPK3,FGF10,0.739,Alzheimer's Disease
MAPK3,FGF9,0.741,Alzheimer's Disease
MAPK3,ILK,0.772,Alzheimer's Disease
MAPK3,CPX-144,0.922,Alzheimer's Disease
MAPK3,SMAD9,0.922,Alzheimer's Disease
MAPK3,ESR2,0.955,Alzheimer's Disease
EP300,BMPR1A,0.407,Alzheimer's Disease
EP300,JAK1,0.456,Alzheimer's Disease
EP300,SRY,0.468,Alzheimer's Disease
EP300,SMAD6,0.503,Alzheimer's Disease
EP300,BMP2,0.557,Alzheimer's Disease
EP300,TGFBR2,0.611,Alzheimer's Disease
EP300,CPX-148,0.636,Alzheimer's Disease
EP300,PPARD,0.642,Alzheimer's Disease
EP300,CPX-256,0.692,Alzheimer's Disease
EP300,DYRK1B,0.708,Alzheimer's Disease
EP300,MRTFA,0.71,Alzheimer's Disease
EP300,TGFBR1,0.712,Alzheimer's Disease
EP300,CHUK,0.742,Alzheimer's Disease
EP300,MYOCD,0.803,Alzheimer's Disease
EP300,ESR2,0.811,Alzheimer's Disease
EP300,CPX-144,0.835,Alzheimer's Disease
EP300,HIPK2,0.886,Alzheimer's Disease
EP300,PAX6,0.888,Alzheimer's Disease
EP300,TAL1,0.889,Alzheimer's Disease
EP300,CPX-509,0.902,Alzheimer's Disease
EP300,TCF12,0.912,Alzheimer's Disease
EP300,ZEB1,0.932,Alzheimer's Disease
EP300,HNF4A,0.978,Alzheimer's Disease
EP300,IRF7,0.979,Alzheimer's Disease
IL37,MYD88,0.523,Alzheimer's Disease
IL37,CPX-2805,0.596,Alzheimer's Disease
IL37,CPX-623,0.682,Alzheimer's Disease
IL37,CPX-6041,0.688,Alzheimer's Disease
IL37,IL1B,0.852,Alzheimer's Disease
IL37,CPX-4082,0.947,Alzheimer's Disease
IL37,CPX-1,0.98,Alzheimer's Disease
IL1B,SHH,0.418,Alzheimer's Disease
IL1B,PTK2,0.43,Alzheimer's Disease
IL1B,DNMT1,0.432,Alzheimer's Disease
IL1B,CDH2,0.444,Alzheimer's Disease
IL1B,PTHLH,0.455,Alzheimer's Disease
IL1B,TGFBR1,0.474,Alzheimer's Disease
IL1B,TGFBR2,0.492,Alzheimer's Disease
IL1B,ESR2,0.511,Alzheimer's Disease
IL1B,CPX-509,0.523,Alzheimer's Disease
IL1B,KDR,0.578,Alzheimer's Disease
IL1B,EOMES,0.579,Alzheimer's Disease
IL1B,ENG,0.588,Alzheimer's Disease
IL1B,GATA3,0.596,Alzheimer's Disease
IL1B,BMP2,0.605,Alzheimer's Disease
IL1B,JAK1,0.644,Alzheimer's Disease
IL1B,FGF5,0.659,Alzheimer's Disease
IL1B,FGF17,0.66,Alzheimer's Disease
IL1B,IRF7,0.671,Alzheimer's Disease
IL1B,FGF9,0.672,Alzheimer's Disease
IL1B,CTLA4,0.677,Alzheimer's Disease
IL1B,FGF10,0.682,Alzheimer's Disease
IL1B,CHUK,0.833,Alzheimer's Disease
IL1B,CXCR2,0.837,Alzheimer's Disease
IL1B,CPX-6741,0.922,Alzheimer's Disease
IL1B,CD40,0.949,Alzheimer's Disease
BRD4,CPX-7381,0.409,Alzheimer's Disease
BRD4,ERBB2,0.422,Alzheimer's Disease
BRD4,MAP2K1,0.423,Alzheimer's Disease
BRD4,GATA4,0.452,Alzheimer's Disease
BRD4,CTLA4,0.482,Alzheimer's Disease
BRD4,CPX-6016,0.491,Alzheimer's Disease
BRD4,MRTFA,0.505,Alzheimer's Disease
BRD4,ZEB1,0.569,Alzheimer's Disease
BRD4,EGFR,0.597,Alzheimer's Disease
BRD4,CPX-2494,0.601,Alzheimer's Disease
BRD4,CPX-509,0.612,Alzheimer's Disease
BRD4,CPX-256,0.691,Alzheimer's Disease
BRD4,CPX-2805,0.73,Alzheimer's Disease
BRD4,CPX-1981,0.732,Alzheimer's Disease
CPX-2385,CAV1,0.4,Alzheimer's Disease
CPX-2385,KLF6,0.401,Alzheimer's Disease
CPX-2385,TGFBR2,0.412,Alzheimer's Disease
CPX-2385,ZEB1,0.435,Alzheimer's Disease
CPX-2385,EGF,0.435,Alzheimer's Disease
CPX-2385,ENG,0.458,Alzheimer's Disease
CPX-2385,TGFBR1,0.562,Alzheimer's Disease
CPX-2385,ESR2,0.569,Alzheimer's Disease
CPX-2385,KDR,0.637,Alzheimer's Disease
CPX-2385,EDN1,0.661,Alzheimer's Disease
CPX-2385,HNF4A,0.667,Alzheimer's Disease
CPX-2385,CPX-6232,0.669,Alzheimer's Disease
CPX-2385,CPX-104,0.704,Alzheimer's Disease
CPX-1004,TAL1,0.4,Alzheimer's Disease
CPX-1004,MYD88,0.402,Alzheimer's Disease
CPX-1004,JAK2,0.422,Alzheimer's Disease
CPX-1004,FOXP3,0.443,Alzheimer's Disease
CPX-1004,RUNX2,0.446,Alzheimer's Disease
CPX-1004,KLF6,0.503,Alzheimer's Disease
CPX-1004,CPX-3153,0.51,Alzheimer's Disease
CPX-1004,HNF4A,0.561,Alzheimer's Disease
CPX-1004,RUNX1,0.589,Alzheimer's Disease
CPX-1004,CPX-2491,0.597,Alzheimer's Disease
CPX-1004,ZEB1,0.809,Alzheimer's Disease
CPX-1004,CPX-7381,0.832,Alzheimer's Disease
CPX-1004,CPX-2494,0.885,Alzheimer's Disease
CPX-1004,CPX-845,0.953,Alzheimer's Disease
KDR,MYH11,0.4,Alzheimer's Disease
KDR,CPX-2491,0.402,Alzheimer's Disease
KDR,SQSTM1,0.402,Alzheimer's Disease
KDR,GDF2,0.404,Alzheimer's Disease
KDR,BMP2,0.415,Alzheimer's Disease
KDR,CDK2,0.432,Alzheimer's Disease
KDR,PAX6,0.435,Alzheimer's Disease
KDR,CXCR2,0.44,Alzheimer's Disease
KDR,AGT,0.462,Alzheimer's Disease
KDR,PRKACA,0.47,Alzheimer's Disease
KDR,PRKACB,0.472,Alzheimer's Disease
KDR,TGFBR1,0.476,Alzheimer's Disease
KDR,MEF2C,0.478,Alzheimer's Disease
KDR,TAL1,0.493,Alzheimer's Disease
KDR,CTLA4,0.507,Alzheimer's Disease
KDR,TGFBR2,0.519,Alzheimer's Disease
KDR,ACE,0.521,Alzheimer's Disease
KDR,PLG,0.527,Alzheimer's Disease
KDR,CD40,0.529,Alzheimer's Disease
KDR,ACVRL1,0.532,Alzheimer's Disease
KDR,CDKN2A,0.537,Alzheimer's Disease
KDR,CPX-395,0.543,Alzheimer's Disease
KDR,MAP2K1,0.548,Alzheimer's Disease
KDR,CPX-6741,0.556,Alzheimer's Disease
KDR,ESR2,0.573,Alzheimer's Disease
KDR,CPX-6043,0.582,Alzheimer's Disease
KDR,GATA4,0.589,Alzheimer's Disease
KDR,ERBB4,0.596,Alzheimer's Disease
KDR,BMPR2,0.613,Alzheimer's Disease
KDR,CPX-605,0.638,Alzheimer's Disease
KDR,CPX-702,0.644,Alzheimer's Disease
KDR,EDN1,0.716,Alzheimer's Disease
KDR,IRS1,0.743,Alzheimer's Disease
KDR,RHOA,0.755,Alzheimer's Disease
KDR,CPX-943,0.85,Alzheimer's Disease
KDR,ENG,0.856,Alzheimer's Disease
KDR,IGF1,0.914,Alzheimer's Disease
KDR,JAK2,0.926,Alzheimer's Disease
KDR,FGF5,0.927,Alzheimer's Disease
KDR,FGF17,0.927,Alzheimer's Disease
KDR,FGF9,0.928,Alzheimer's Disease
KDR,FGF10,0.933,Alzheimer's Disease
KDR,JAK1,0.947,Alzheimer's Disease
KDR,PTK2,0.958,Alzheimer's Disease
KDR,PIK3CA,0.975,Alzheimer's Disease
PIK3CA,NEDD4L,0.409,Alzheimer's Disease
PIK3CA,ZEB1,0.418,Alzheimer's Disease
PIK3CA,CDK2,0.448,Alzheimer's Disease
PIK3CA,CPX-497,0.452,Alzheimer's Disease
PIK3CA,CD40,0.457,Alzheimer's Disease
PIK3CA,CPX-256,0.465,Alzheimer's Disease
PIK3CA,CTLA4,0.487,Alzheimer's Disease
PIK3CA,CPX-6741,0.501,Alzheimer's Disease
PIK3CA,TGFBR2,0.515,Alzheimer's Disease
PIK3CA,CHUK,0.529,Alzheimer's Disease
PIK3CA,FGF5,0.553,Alzheimer's Disease
PIK3CA,FGF17,0.555,Alzheimer's Disease
PIK3CA,FGF9,0.571,Alzheimer's Disease
PIK3CA,FGF10,0.573,Alzheimer's Disease
PIK3CA,ESR2,0.575,Alzheimer's Disease
PIK3CA,GATA3,0.583,Alzheimer's Disease
PIK3CA,CDK6,0.596,Alzheimer's Disease
PIK3CA,TGFBR1,0.635,Alzheimer's Disease
PIK3CA,CPX-6232,0.665,Alzheimer's Disease
PIK3CA,CAV1,0.727,Alzheimer's Disease
PIK3CA,RHOA,0.743,Alzheimer's Disease
PIK3CA,EGF,0.746,Alzheimer's Disease
PIK3CA,LCK,0.777,Alzheimer's Disease
PIK3CA,CPX-845,0.812,Alzheimer's Disease
PIK3CA,ILK,0.923,Alzheimer's Disease
PIK3CA,JAK1,0.969,Alzheimer's Disease
PIK3CA,PTK2,0.97,Alzheimer's Disease
PIK3CA,ERBB4,0.97,Alzheimer's Disease
PIK3CA,IRS1,0.999,Alzheimer's Disease
HDAC4,MTOR,0.401,Alzheimer's Disease
HDAC4,IGF1,0.408,Alzheimer's Disease
HDAC4,GATA4,0.415,Alzheimer's Disease
HDAC4,PPARD,0.418,Alzheimer's Disease
HDAC4,FGF17,0.423,Alzheimer's Disease
HDAC4,PARP1,0.424,Alzheimer's Disease
HDAC4,CPX-1981,0.43,Alzheimer's Disease
HDAC4,CPX-2805,0.434,Alzheimer's Disease
HDAC4,CPX-2491,0.437,Alzheimer's Disease
HDAC4,CPX-3153,0.448,Alzheimer's Disease
HDAC4,FGF5,0.448,Alzheimer's Disease
HDAC4,HNF4A,0.449,Alzheimer's Disease
HDAC4,PTPRN2,0.456,Alzheimer's Disease
HDAC4,PTGS2,0.462,Alzheimer's Disease
HDAC4,CAMK2G,0.481,Alzheimer's Disease
HDAC4,SHH,0.506,Alzheimer's Disease
HDAC4,CDK5,0.514,Alzheimer's Disease
HDAC4,CPX-2494,0.515,Alzheimer's Disease
HDAC4,GSK3B,0.571,Alzheimer's Disease
HDAC4,AR,0.651,Alzheimer's Disease
HDAC4,CPX-873,0.699,Alzheimer's Disease
HDAC4,MYOCD,0.737,Alzheimer's Disease
HDAC4,CPX-702,0.8,Alzheimer's Disease
HDAC4,CPX-7381,0.955,Alzheimer's Disease
HDAC4,RUNX2,0.997,Alzheimer's Disease
CPX-6041,SRY,0.413,Alzheimer's Disease
CPX-6041,ILK,0.417,Alzheimer's Disease
CPX-6041,DVL1,0.442,Alzheimer's Disease
CPX-6041,ESR2,0.475,Alzheimer's Disease
CPX-6041,CSNK1D,0.477,Alzheimer's Disease
CPX-6041,GATA4,0.483,Alzheimer's Disease
CPX-6041,WWOX,0.507,Alzheimer's Disease
CPX-6041,ERBB4,0.512,Alzheimer's Disease
CPX-6041,TGFBR1,0.519,Alzheimer's Disease
CPX-6041,MYOCD,0.522,Alzheimer's Disease
CPX-6041,FGF17,0.542,Alzheimer's Disease
CPX-6041,TGFBR2,0.565,Alzheimer's Disease
CPX-6041,FGF9,0.567,Alzheimer's Disease
CPX-6041,FGF10,0.58,Alzheimer's Disease
CPX-6041,CPX-144,0.583,Alzheimer's Disease
CPX-6041,FGF5,0.583,Alzheimer's Disease
CPX-6041,CXCR2,0.601,Alzheimer's Disease
CPX-6041,BMP2,0.611,Alzheimer's Disease
CPX-6041,BMPR2,0.615,Alzheimer's Disease
CPX-6041,CD40,0.634,Alzheimer's Disease
CPX-6041,CHUK,0.639,Alzheimer's Disease
CPX-6041,CTLA4,0.674,Alzheimer's Disease
CPX-6041,IRF7,0.7,Alzheimer's Disease
CPX-6041,CPX-256,0.818,Alzheimer's Disease
CPX-6041,CPX-6741,0.839,Alzheimer's Disease
CPX-6041,CPX-509,0.875,Alzheimer's Disease
CPX-6041,GATA3,0.883,Alzheimer's Disease
CPX-6041,PTK2,0.928,Alzheimer's Disease
CPX-6041,LCK,0.959,Alzheimer's Disease
CPX-6041,JAK1,0.999,Alzheimer's Disease
FGF10,FOXG1,0.409,Alzheimer's Disease
FGF10,ESR2,0.411,Alzheimer's Disease
FGF10,CDKN2A,0.415,Alzheimer's Disease
FGF10,TGFBR2,0.416,Alzheimer's Disease
FGF10,CPX-6741,0.418,Alzheimer's Disease
FGF10,PTHLH,0.451,Alzheimer's Disease
FGF10,CPX-1981,0.452,Alzheimer's Disease
FGF10,BMPR1A,0.454,Alzheimer's Disease
FGF10,CPX-148,0.454,Alzheimer's Disease
FGF10,TGFBR1,0.456,Alzheimer's Disease
FGF10,CPX-2491,0.459,Alzheimer's Disease
FGF10,RHOA,0.46,Alzheimer's Disease
FGF10,ZEB1,0.462,Alzheimer's Disease
FGF10,FGF5,0.463,Alzheimer's Disease
FGF10,PTGS2,0.466,Alzheimer's Disease
FGF10,CPX-3153,0.474,Alzheimer's Disease
FGF10,CPX-702,0.48,Alzheimer's Disease
FGF10,HNF4A,0.485,Alzheimer's Disease
FGF10,CPX-480,0.486,Alzheimer's Disease
FGF10,CPX-937,0.487,Alzheimer's Disease
FGF10,MTOR,0.49,Alzheimer's Disease
FGF10,GSK3B,0.498,Alzheimer's Disease
FGF10,AR,0.508,Alzheimer's Disease
FGF10,PLG,0.51,Alzheimer's Disease
FGF10,CPX-5156,0.511,Alzheimer's Disease
FGF10,EDN1,0.513,Alzheimer's Disease
FGF10,IRS1,0.526,Alzheimer's Disease
FGF10,FGF17,0.527,Alzheimer's Disease
FGF10,FGF9,0.528,Alzheimer's Disease
FGF10,GATA4,0.53,Alzheimer's Disease
FGF10,ENG,0.533,Alzheimer's Disease
FGF10,CPX-1123,0.542,Alzheimer's Disease
FGF10,CPX-605,0.542,Alzheimer's Disease
FGF10,PAX6,0.547,Alzheimer's Disease
FGF10,CPX-1164,0.553,Alzheimer's Disease
FGF10,SRC,0.559,Alzheimer's Disease
FGF10,RUNX2,0.576,Alzheimer's Disease
FGF10,CPX-2476,0.585,Alzheimer's Disease
FGF10,CPX-7381,0.591,Alzheimer's Disease
FGF10,MMP9,0.598,Alzheimer's Disease
FGF10,CPX-6093,0.606,Alzheimer's Disease
FGF10,SOX2,0.624,Alzheimer's Disease
FGF10,AGT,0.634,Alzheimer's Disease
FGF10,CPX-395,0.635,Alzheimer's Disease
FGF10,CPX-2805,0.65,Alzheimer's Disease
FGF10,ELN,0.671,Alzheimer's Disease
FGF10,AKT1,0.682,Alzheimer's Disease
FGF10,CPX-623,0.711,Alzheimer's Disease
FGF10,ALB,0.758,Alzheimer's Disease
FGF10,BMP2,0.766,Alzheimer's Disease
FGF10,ERBB4,0.776,Alzheimer's Disease
FGF10,IGF1,0.789,Alzheimer's Disease
FGF10,CPX-6232,0.799,Alzheimer's Disease
FGF10,CPX-943,0.82,Alzheimer's Disease
FGF10,ERBB2,0.826,Alzheimer's Disease
FGF10,IGF1R,0.874,Alzheimer's Disease
FGF10,CDH2,0.882,Alzheimer's Disease
FGF10,SHH,0.924,Alzheimer's Disease
FGF10,EGFR,0.926,Alzheimer's Disease
FGF10,EGF,0.99,Alzheimer's Disease
MECOM,CPX-2491,0.431,Alzheimer's Disease
MECOM,CPX-873,0.448,Alzheimer's Disease
MECOM,TAL1,0.58,Alzheimer's Disease
MECOM,CPX-702,0.593,Alzheimer's Disease
MECOM,MYH11,0.622,Alzheimer's Disease
MECOM,CPX-509,0.66,Alzheimer's Disease
MECOM,CPX-480,0.734,Alzheimer's Disease
MECOM,MAPK9,0.901,Alzheimer's Disease
MECOM,MAPK8,0.905,Alzheimer's Disease
MECOM,RUNX1,0.988,Alzheimer's Disease
EGF,CPX-2874,0.4,Alzheimer's Disease
EGF,CHUK,0.404,Alzheimer's Disease
EGF,USP9X,0.406,Alzheimer's Disease
EGF,GATA4,0.413,Alzheimer's Disease
EGF,SRY,0.414,Alzheimer's Disease
EGF,GATA3,0.415,Alzheimer's Disease
EGF,DNMT1,0.415,Alzheimer's Disease
EGF,FOXP3,0.418,Alzheimer's Disease
EGF,DVL1,0.421,Alzheimer's Disease
EGF,CPX-845,0.426,Alzheimer's Disease
EGF,CXCR2,0.431,Alzheimer's Disease
EGF,CTLA4,0.434,Alzheimer's Disease
EGF,CPX-256,0.439,Alzheimer's Disease
EGF,RUNX2,0.44,Alzheimer's Disease
EGF,IRF7,0.443,Alzheimer's Disease
EGF,CDK6,0.462,Alzheimer's Disease
EGF,IRS1,0.486,Alzheimer's Disease
EGF,DLL1,0.494,Alzheimer's Disease
EGF,GDF9,0.507,Alzheimer's Disease
EGF,TGFBR2,0.512,Alzheimer's Disease
EGF,CPX-6043,0.512,Alzheimer's Disease
EGF,TGFBR1,0.546,Alzheimer's Disease
EGF,PRKACA,0.552,Alzheimer's Disease
EGF,PRKACB,0.552,Alzheimer's Disease
EGF,CPX-6016,0.56,Alzheimer's Disease
EGF,CDK2,0.565,Alzheimer's Disease
EGF,JAK1,0.572,Alzheimer's Disease
EGF,CPX-6741,0.578,Alzheimer's Disease
EGF,ESR2,0.578,Alzheimer's Disease
EGF,BMP2,0.583,Alzheimer's Disease
EGF,JAK2,0.588,Alzheimer's Disease
EGF,GDF2,0.589,Alzheimer's Disease
EGF,ILK,0.591,Alzheimer's Disease
EGF,CDKN2A,0.596,Alzheimer's Disease
EGF,LCK,0.601,Alzheimer's Disease
EGF,PAX6,0.614,Alzheimer's Disease
EGF,FOXO1,0.636,Alzheimer's Disease
EGF,MAP2K1,0.686,Alzheimer's Disease
EGF,ELN,0.724,Alzheimer's Disease
EGF,ENG,0.736,Alzheimer's Disease
EGF,AR,0.743,Alzheimer's Disease
EGF,PTK2,0.761,Alzheimer's Disease
EGF,CPX-395,0.869,Alzheimer's Disease
EGF,RHOA,0.874,Alzheimer's Disease
EGF,FGF9,0.988,Alzheimer's Disease
EGF,FGF17,0.988,Alzheimer's Disease
EGF,FGF5,0.993,Alzheimer's Disease
EGF,ERBB4,0.999,Alzheimer's Disease
CDK6,CPX-2805,0.4,Alzheimer's Disease
CDK6,SHH,0.4,Alzheimer's Disease
CDK6,CPX-2491,0.405,Alzheimer's Disease
CDK6,CPX-943,0.408,Alzheimer's Disease
CDK6,CPX-256,0.41,Alzheimer's Disease
CDK6,CPX-623,0.425,Alzheimer's Disease
CDK6,RHOA,0.433,Alzheimer's Disease
CDK6,AKT1,0.443,Alzheimer's Disease
CDK6,FOXO1,0.461,Alzheimer's Disease
CDK6,SOX2,0.474,Alzheimer's Disease
CDK6,TAL1,0.477,Alzheimer's Disease
CDK6,MMP9,0.484,Alzheimer's Disease
CDK6,CPX-845,0.49,Alzheimer's Disease
CDK6,MTOR,0.497,Alzheimer's Disease
CDK6,CDH2,0.509,Alzheimer's Disease
CDK6,CPX-7381,0.552,Alzheimer's Disease
CDK6,SRC,0.552,Alzheimer's Disease
CDK6,JAK2,0.561,Alzheimer's Disease
CDK6,CPX-937,0.578,Alzheimer's Disease
CDK6,CPX-5156,0.585,Alzheimer's Disease
CDK6,CDK8,0.633,Alzheimer's Disease
CDK6,AR,0.654,Alzheimer's Disease
CDK6,CPX-395,0.67,Alzheimer's Disease
CDK6,HMGA2,0.704,Alzheimer's Disease
CDK6,CPX-1981,0.712,Alzheimer's Disease
CDK6,ZEB1,0.717,Alzheimer's Disease
CDK6,CPX-1969,0.778,Alzheimer's Disease
CDK6,CPX-480,0.787,Alzheimer's Disease
CDK6,CPX-3153,0.801,Alzheimer's Disease
CDK6,RUNX1,0.929,Alzheimer's Disease
CDK6,CDKN2A,0.999,Alzheimer's Disease
CDK2,CPX-6016,0.417,Alzheimer's Disease
CDK2,CPX-702,0.431,Alzheimer's Disease
CDK2,IGF1,0.447,Alzheimer's Disease
CDK2,SOX2,0.462,Alzheimer's Disease
CDK2,AR,0.495,Alzheimer's Disease
CDK2,TGFBR2,0.51,Alzheimer's Disease
CDK2,CPX-5830,0.51,Alzheimer's Disease
CDK2,RHOA,0.514,Alzheimer's Disease
CDK2,JAK1,0.518,Alzheimer's Disease
CDK2,GATA3,0.518,Alzheimer's Disease
CDK2,CDH2,0.533,Alzheimer's Disease
CDK2,MMP9,0.566,Alzheimer's Disease
CDK2,MTOR,0.585,Alzheimer's Disease
CDK2,PTGS2,0.598,Alzheimer's Disease
CDK2,CPX-6043,0.599,Alzheimer's Disease
CDK2,CPX-395,0.644,Alzheimer's Disease
CDK2,CPX-7381,0.773,Alzheimer's Disease
CDK2,CPX-3153,0.784,Alzheimer's Disease
CDK2,CPX-845,0.946,Alzheimer's Disease
CDK2,FOXO1,0.967,Alzheimer's Disease
CDK2,CPX-509,0.992,Alzheimer's Disease
NCOR1,CHUK,0.404,Alzheimer's Disease
NCOR1,TCF12,0.418,Alzheimer's Disease
NCOR1,PRDM16,0.587,Alzheimer's Disease
NCOR1,PAX6,0.604,Alzheimer's Disease
NCOR1,RARG,0.776,Alzheimer's Disease
NCOR1,CPX-509,0.78,Alzheimer's Disease
NCOR1,RUNX1,0.849,Alzheimer's Disease
NCOR1,ERBB4,0.877,Alzheimer's Disease
NCOR1,SKI,0.947,Alzheimer's Disease
NCOR1,ESR2,0.97,Alzheimer's Disease
NCOR1,PPARD,0.974,Alzheimer's Disease
CDH2,BMP2,0.4,Alzheimer's Disease
CDH2,CPX-2491,0.4,Alzheimer's Disease
CDH2,DNMT1,0.403,Alzheimer's Disease
CDH2,ENG,0.407,Alzheimer's Disease
CDH2,BMPR1B,0.433,Alzheimer's Disease
CDH2,MAP2K1,0.436,Alzheimer's Disease
CDH2,RUNX2,0.437,Alzheimer's Disease
CDH2,ERBB4,0.445,Alzheimer's Disease
CDH2,CDKN2A,0.457,Alzheimer's Disease
CDH2,ILK,0.466,Alzheimer's Disease
CDH2,IGF1,0.481,Alzheimer's Disease
CDH2,AR,0.482,Alzheimer's Disease
CDH2,TGFBR2,0.518,Alzheimer's Disease
CDH2,PAX6,0.534,Alzheimer's Disease
CDH2,HMGA2,0.538,Alzheimer's Disease
CDH2,CPX-943,0.539,Alzheimer's Disease
CDH2,JAK2,0.544,Alzheimer's Disease
CDH2,CPX-605,0.546,Alzheimer's Disease
CDH2,TGFBR1,0.571,Alzheimer's Disease
